,relationship,from_country,to_country,contest_year,total_points,point_ratio,avg_point_ratio
322,Austria-United Kingdom,Austria,United Kingdom,1960,3,0.25000000000000000000,0.30632716049382716049
323,Austria-Monaco,Austria,Monaco,1960,0,0E-20,0.14583333333333333333
324,Austria-Norway,Austria,Norway,1960,1,0.08333333333333333333,0.12152777777777777778
325,Austria-Germany,Austria,Germany,1960,2,0.16666666666666666667,0.21604938271604938272
326,Austria-Belgium,Austria,Belgium,1960,1,0.08333333333333333333,0.11413043478260869565
327,Austria-Austria,Austria,Austria,1960,0,0E-20,0E-20
328,Austria-Switzerland,Austria,Switzerland,1960,2,0.16666666666666666667,0.27651515151515151515
329,Austria-Italy,Austria,Italy,1960,0,0E-20,0.24305555555555555556
330,Austria-Sweden,Austria,Sweden,1960,0,0E-20,0.27804487179487179487
331,Austria-Denmark,Austria,Denmark,1960,0,0E-20,0.17841880341880341880
332,Austria-Netherlands,Austria,Netherlands,1960,0,0E-20,0.22685185185185185185
333,Austria-Luxembourg,Austria,Luxembourg,1960,0,0E-20,0.19354838709677419355
334,Belgium-France,Belgium,France,1960,3,0.25000000000000000000,0.23087431693989071038
335,Belgium-United Kingdom,Belgium,United Kingdom,1960,1,0.08333333333333333333,0.25604838709677419355
336,Belgium-Monaco,Belgium,Monaco,1960,0,0E-20,0.15873015873015873016
337,Belgium-Norway,Belgium,Norway,1960,1,0.08333333333333333333,0.22045454545454545455
338,Belgium-Germany,Belgium,Germany,1960,2,0.16666666666666666667,0.22244623655913978495
339,Belgium-Belgium,Belgium,Belgium,1960,0,0E-20,0E-20
340,Belgium-Austria,Belgium,Austria,1960,1,0.08333333333333333333,0.20652173913043478261
341,Belgium-Switzerland,Belgium,Switzerland,1960,0,0E-20,0.22278911564625850340
342,Belgium-Italy,Belgium,Italy,1960,1,0.08333333333333333333,0.22916666666666666667
343,Belgium-Sweden,Belgium,Sweden,1960,0,0E-20,0.25574712643678160919
344,Belgium-Denmark,Belgium,Denmark,1960,0,0E-20,0.17261904761904761905
345,Belgium-Netherlands,Belgium,Netherlands,1960,1,0.08333333333333333333,0.27040816326530612245
346,Belgium-Luxembourg,Belgium,Luxembourg,1960,0,0E-20,0.17592592592592592593
347,Denmark-France,Denmark,France,1960,4,0.33333333333333333333,0.15250000000000000000
348,Denmark-United Kingdom,Denmark,United Kingdom,1960,0,0E-20,0.26083333333333333333
349,Denmark-Monaco,Denmark,Monaco,1960,2,0.16666666666666666667,0.13333333333333333333
350,Denmark-Norway,Denmark,Norway,1960,2,0.16666666666666666667,0.32291666666666666667
351,Denmark-Germany,Denmark,Germany,1960,0,0E-20,0.28921568627450980392
352,Denmark-Belgium,Denmark,Belgium,1960,0,0E-20,0.16132478632478632479
353,Denmark-Austria,Denmark,Austria,1960,2,0.16666666666666666667,0.17841880341880341880
354,Denmark-Switzerland,Denmark,Switzerland,1960,0,0E-20,0.23423423423423423423
355,Denmark-Italy,Denmark,Italy,1960,0,0E-20,0.08796296296296296296
356,Denmark-Sweden,Denmark,Sweden,1960,0,0E-20,0.58506944444444444444
357,Denmark-Denmark,Denmark,Denmark,1960,0,0E-20,0E-20
358,Denmark-Netherlands,Denmark,Netherlands,1960,0,0E-20,0.18355855855855855856
359,Denmark-Luxembourg,Denmark,Luxembourg,1960,0,0E-20,0.12000000000000000000
360,France-France,France,France,1960,0,0E-20,0E-20
361,France-United Kingdom,France,United Kingdom,1960,0,0E-20,0.26322751322751322751
362,France-Monaco,France,Monaco,1960,3,0.25000000000000000000,0.17500000000000000000
363,France-Norway,France,Norway,1960,1,0.08333333333333333333,0.10714285714285714286
364,France-Germany,France,Germany,1960,4,0.33333333333333333333,0.19841269841269841270
365,France-Belgium,France,Belgium,1960,0,0E-20,0.22222222222222222222
366,France-Austria,France,Austria,1960,0,0E-20,0.14893617021276595745
367,France-Switzerland,France,Switzerland,1960,0,0E-20,0.18027210884353741497
368,France-Italy,France,Italy,1960,0,0E-20,0.30344202898550724638
369,France-Sweden,France,Sweden,1960,2,0.16666666666666666667,0.20056497175141242938
370,France-Denmark,France,Denmark,1960,0,0E-20,0.20833333333333333333
371,France-Netherlands,France,Netherlands,1960,0,0E-20,0.23833333333333333333
372,France-Luxembourg,France,Luxembourg,1960,0,0E-20,0.21813725490196078431
373,Germany-France,Germany,France,1960,1,0.08333333333333333333,0.22222222222222222222
374,Germany-United Kingdom,Germany,United Kingdom,1960,1,0.08333333333333333333,0.25065104166666666667
375,Germany-Monaco,Germany,Monaco,1960,7,0.58333333333333333333,0.22222222222222222222
376,Germany-Norway,Germany,Norway,1960,0,0E-20,0.20248538011695906433
377,Germany-Germany,Germany,Germany,1960,0,0E-20,0E-20
378,Germany-Belgium,Germany,Belgium,1960,1,0.08333333333333333333,0.17067307692307692308
379,Germany-Austria,Germany,Austria,1960,0,0E-20,0.15602836879432624113
380,Germany-Switzerland,Germany,Switzerland,1960,0,0E-20,0.20750000000000000000
381,Germany-Italy,Germany,Italy,1960,0,0E-20,0.21453900709219858156
382,Germany-Sweden,Germany,Sweden,1960,0,0E-20,0.26250000000000000000
383,Germany-Denmark,Germany,Denmark,1960,0,0E-20,0.21780303030303030303
384,Germany-Netherlands,Germany,Netherlands,1960,0,0E-20,0.21813725490196078431
385,Germany-Luxembourg,Germany,Luxembourg,1960,0,0E-20,0.18518518518518518519
386,Italy-France,Italy,France,1960,0,0E-20,0.24818840579710144928
387,Italy-United Kingdom,Italy,United Kingdom,1960,2,0.16666666666666666667,0.24094202898550724638
388,Italy-Monaco,Italy,Monaco,1960,0,0E-20,0.22222222222222222222
389,Italy-Norway,Italy,Norway,1960,0,0E-20,0.16158536585365853659
390,Italy-Germany,Italy,Germany,1960,0,0E-20,0.17819148936170212766
391,Italy-Belgium,Italy,Belgium,1960,3,0.25000000000000000000,0.11890243902439024390
392,Italy-Austria,Italy,Austria,1960,1,0.08333333333333333333,0.17567567567567567568
393,Italy-Switzerland,Italy,Switzerland,1960,1,0.08333333333333333333,0.21239837398373983740
394,Italy-Italy,Italy,Italy,1960,0,0E-20,0E-20
395,Italy-Sweden,Italy,Sweden,1960,1,0.08333333333333333333,0.15213178294573643411
396,Italy-Denmark,Italy,Denmark,1960,0,0E-20,0.15053763440860215054
397,Italy-Netherlands,Italy,Netherlands,1960,1,0.08333333333333333333,0.17784552845528455285
398,Italy-Luxembourg,Italy,Luxembourg,1960,1,0.08333333333333333333,0.19949494949494949495
399,Luxembourg-France,Luxembourg,France,1960,1,0.08333333333333333333,0.29656862745098039216
400,Luxembourg-United Kingdom,Luxembourg,United Kingdom,1960,5,0.41666666666666666667,0.41428571428571428571
401,Luxembourg-Monaco,Luxembourg,Monaco,1960,1,0.08333333333333333333,0.17916666666666666667
402,Luxembourg-Norway,Luxembourg,Norway,1960,0,0E-20,0.12373737373737373737
403,Luxembourg-Germany,Luxembourg,Germany,1960,0,0E-20,0.20138888888888888889
404,Luxembourg-Belgium,Luxembourg,Belgium,1960,0,0E-20,0.15046296296296296296
405,Luxembourg-Austria,Luxembourg,Austria,1960,0,0E-20,0.07258064516129032258
406,Luxembourg-Switzerland,Luxembourg,Switzerland,1960,1,0.08333333333333333333,0.24537037037037037037
407,Luxembourg-Italy,Luxembourg,Italy,1960,1,0.08333333333333333333,0.20707070707070707071
408,Luxembourg-Sweden,Luxembourg,Sweden,1960,0,0E-20,0.19791666666666666667
409,Luxembourg-Denmark,Luxembourg,Denmark,1960,1,0.08333333333333333333,0.12333333333333333333
410,Luxembourg-Netherlands,Luxembourg,Netherlands,1960,0,0E-20,0.20098039215686274510
411,Luxembourg-Luxembourg,Luxembourg,Luxembourg,1960,0,0E-20,0E-20
412,Monaco-France,Monaco,France,1960,5,0.41666666666666666667,0.36594202898550724638
413,Monaco-United Kingdom,Monaco,United Kingdom,1960,1,0.08333333333333333333,0.28819444444444444444
414,Monaco-Monaco,Monaco,Monaco,1960,0,0E-20,0E-20
415,Monaco-Norway,Monaco,Norway,1960,0,0E-20,0.10227272727272727273
416,Monaco-Germany,Monaco,Germany,1960,2,0.16666666666666666667,0.20833333333333333333
417,Monaco-Belgium,Monaco,Belgium,1960,0,0E-20,0.14015151515151515152
418,Monaco-Austria,Monaco,Austria,1960,0,0E-20,0.12745098039215686275
419,Monaco-Switzerland,Monaco,Switzerland,1960,0,0E-20,0.18840579710144927536
420,Monaco-Italy,Monaco,Italy,1960,2,0.16666666666666666667,0.21825396825396825397
421,Monaco-Sweden,Monaco,Sweden,1960,0,0E-20,0.11111111111111111111
422,Monaco-Denmark,Monaco,Denmark,1960,0,0E-20,0.09722222222222222222
423,Monaco-Netherlands,Monaco,Netherlands,1960,0,0E-20,0.12500000000000000000
424,Monaco-Luxembourg,Monaco,Luxembourg,1960,0,0E-20,0.17916666666666666667
425,Netherlands-France,Netherlands,France,1960,2,0.16666666666666666667,0.23750000000000000000
426,Netherlands-United Kingdom,Netherlands,United Kingdom,1960,5,0.41666666666666666667,0.21653005464480874317
427,Netherlands-Monaco,Netherlands,Monaco,1960,0,0E-20,0.18253968253968253968
428,Netherlands-Norway,Netherlands,Norway,1960,1,0.08333333333333333333,0.20909090909090909091
429,Netherlands-Germany,Netherlands,Germany,1960,0,0E-20,0.21174863387978142077
430,Netherlands-Belgium,Netherlands,Belgium,1960,0,0E-20,0.29591836734693877551
431,Netherlands-Austria,Netherlands,Austria,1960,0,0E-20,0.13541666666666666667
432,Netherlands-Switzerland,Netherlands,Switzerland,1960,0,0E-20,0.26388888888888888889
433,Netherlands-Italy,Netherlands,Italy,1960,1,0.08333333333333333333,0.14814814814814814815
434,Netherlands-Sweden,Netherlands,Sweden,1960,1,0.08333333333333333333,0.25804093567251461988
435,Netherlands-Denmark,Netherlands,Denmark,1960,0,0E-20,0.26666666666666666667
436,Netherlands-Netherlands,Netherlands,Netherlands,1960,0,0E-20,0E-20
437,Netherlands-Luxembourg,Netherlands,Luxembourg,1960,0,0E-20,0.19852941176470588235
438,Norway-France,Norway,France,1960,5,0.41666666666666666667,0.24081920903954802260
439,Norway-United Kingdom,Norway,United Kingdom,1960,2,0.16666666666666666667,0.22882513661202185792
440,Norway-Monaco,Norway,Monaco,1960,0,0E-20,0.14035087719298245614
441,Norway-Norway,Norway,Norway,1960,0,0E-20,0E-20
442,Norway-Germany,Norway,Germany,1960,0,0E-20,0.15416666666666666667
443,Norway-Belgium,Norway,Belgium,1960,0,0E-20,0.15277777777777777778
444,Norway-Austria,Norway,Austria,1960,0,0E-20,0.10795454545454545455
445,Norway-Switzerland,Norway,Switzerland,1960,1,0.08333333333333333333,0.22373188405797101449
446,Norway-Italy,Norway,Italy,1960,0,0E-20,0.19767441860465116279
447,Norway-Sweden,Norway,Sweden,1960,0,0E-20,0.52370689655172413793
448,Norway-Denmark,Norway,Denmark,1960,2,0.16666666666666666667,0.43229166666666666667
449,Norway-Netherlands,Norway,Netherlands,1960,0,0E-20,0.20572916666666666667
450,Norway-Luxembourg,Norway,Luxembourg,1960,0,0E-20,0.15404040404040404040
451,Sweden-France,Sweden,France,1960,4,0.33333333333333333333,0.20833333333333333333
452,Sweden-United Kingdom,Sweden,United Kingdom,1960,1,0.08333333333333333333,0.24180327868852459016
453,Sweden-Monaco,Sweden,Monaco,1960,0,0E-20,0.21759259259259259259
454,Sweden-Norway,Sweden,Norway,1960,0,0E-20,0.34300595238095238095
455,Sweden-Germany,Sweden,Germany,1960,1,0.08333333333333333333,0.20081967213114754098
456,Sweden-Belgium,Sweden,Belgium,1960,4,0.33333333333333333333,0.13945578231292517007
457,Sweden-Austria,Sweden,Austria,1960,0,0E-20,0.16574074074074074074
458,Sweden-Switzerland,Sweden,Switzerland,1960,0,0E-20,0.16046099290780141844
459,Sweden-Italy,Sweden,Italy,1960,0,0E-20,0.16957364341085271318
460,Sweden-Sweden,Sweden,Sweden,1960,0,0E-20,0E-20
461,Sweden-Denmark,Sweden,Denmark,1960,0,0E-20,0.40079365079365079365
462,Sweden-Netherlands,Sweden,Netherlands,1960,0,0E-20,0.19097222222222222222
463,Sweden-Luxembourg,Sweden,Luxembourg,1960,0,0E-20,0.20052083333333333333
464,Switzerland-France,Switzerland,France,1960,1,0.08333333333333333333,0.26319444444444444444
465,Switzerland-United Kingdom,Switzerland,United Kingdom,1960,4,0.33333333333333333333,0.28961748633879781421
466,Switzerland-Monaco,Switzerland,Monaco,1960,1,0.08333333333333333333,0.15873015873015873016
467,Switzerland-Norway,Switzerland,Norway,1960,4,0.33333333333333333333,0.15509259259259259259
468,Switzerland-Germany,Switzerland,Germany,1960,0,0E-20,0.23565573770491803279
469,Switzerland-Belgium,Switzerland,Belgium,1960,0,0E-20,0.11916666666666666667
470,Switzerland-Austria,Switzerland,Austria,1960,0,0E-20,0.13981481481481481481
471,Switzerland-Switzerland,Switzerland,Switzerland,1960,0,0E-20,0E-20
472,Switzerland-Italy,Switzerland,Italy,1960,0,0E-20,0.34574468085106382979
473,Switzerland-Sweden,Switzerland,Sweden,1960,0,0E-20,0.24269005847953216374
474,Switzerland-Denmark,Switzerland,Denmark,1960,0,0E-20,0.07825203252032520325
475,Switzerland-Netherlands,Switzerland,Netherlands,1960,0,0E-20,0.21938775510204081633
476,Switzerland-Luxembourg,Switzerland,Luxembourg,1960,0,0E-20,0.12268518518518518519
477,United Kingdom-France,United Kingdom,France,1960,5,0.41666666666666666667,0.17261904761904761905
478,United Kingdom-United Kingdom,United Kingdom,United Kingdom,1960,0,0E-20,0E-20
479,United Kingdom-Monaco,United Kingdom,Monaco,1960,1,0.08333333333333333333,0.21825396825396825397
480,United Kingdom-Norway,United Kingdom,Norway,1960,1,0.08333333333333333333,0.17959770114942528736
481,United Kingdom-Germany,United Kingdom,Germany,1960,0,0E-20,0.22070312500000000000
482,United Kingdom-Belgium,United Kingdom,Belgium,1960,0,0E-20,0.19551282051282051282
483,United Kingdom-Austria,United Kingdom,Austria,1960,2,0.16666666666666666667,0.21010638297872340426
484,United Kingdom-Switzerland,United Kingdom,Switzerland,1960,0,0E-20,0.27916666666666666667
485,United Kingdom-Italy,United Kingdom,Italy,1960,0,0E-20,0.13315217391304347826
486,United Kingdom-Sweden,United Kingdom,Sweden,1960,0,0E-20,0.31319444444444444444
487,United Kingdom-Denmark,United Kingdom,Denmark,1960,1,0.08333333333333333333,0.24903100775193798450
488,United Kingdom-Netherlands,United Kingdom,Netherlands,1960,0,0E-20,0.17483660130718954248
489,United Kingdom-Luxembourg,United Kingdom,Luxembourg,1960,0,0E-20,0.20714285714285714286
490,Austria-Luxembourg,Austria,Luxembourg,1961,4,0.33333333333333333333,0.19354838709677419355
491,Austria-United Kingdom,Austria,United Kingdom,1961,0,0E-20,0.30632716049382716049
492,Austria-Switzerland,Austria,Switzerland,1961,2,0.16666666666666666667,0.27651515151515151515
493,Austria-France,Austria,France,1961,0,0E-20,0.22916666666666666667
494,Austria-Denmark,Austria,Denmark,1961,0,0E-20,0.17841880341880341880
495,Austria-Italy,Austria,Italy,1961,0,0E-20,0.24305555555555555556
496,Austria-Norway,Austria,Norway,1961,0,0E-20,0.12152777777777777778
497,Austria-Yugoslavia,Austria,Yugoslavia,1961,3,0.25000000000000000000,0.14015151515151515151
498,Austria-Spain,Austria,Spain,1961,0,0E-20,0.13316993464052287582
499,Austria-Monaco,Austria,Monaco,1961,0,0E-20,0.14583333333333333333
500,Austria-Finland,Austria,Finland,1961,0,0E-20,0.09687500000000000000
501,Austria-Netherlands,Austria,Netherlands,1961,0,0E-20,0.22685185185185185185
502,Austria-Germany,Austria,Germany,1961,1,0.08333333333333333333,0.21604938271604938272
503,Austria-Sweden,Austria,Sweden,1961,0,0E-20,0.27804487179487179487
504,Austria-Austria,Austria,Austria,1961,0,0E-20,0E-20
505,Austria-Belgium,Austria,Belgium,1961,0,0E-20,0.11413043478260869565
506,Belgium-Luxembourg,Belgium,Luxembourg,1961,0,0E-20,0.17592592592592592593
507,Belgium-United Kingdom,Belgium,United Kingdom,1961,1,0.08333333333333333333,0.25604838709677419355
508,Belgium-Switzerland,Belgium,Switzerland,1961,0,0E-20,0.22278911564625850340
509,Belgium-France,Belgium,France,1961,0,0E-20,0.23087431693989071038
510,Belgium-Denmark,Belgium,Denmark,1961,0,0E-20,0.17261904761904761905
511,Belgium-Italy,Belgium,Italy,1961,4,0.33333333333333333333,0.22916666666666666667
512,Belgium-Norway,Belgium,Norway,1961,5,0.41666666666666666667,0.22045454545454545455
513,Belgium-Yugoslavia,Belgium,Yugoslavia,1961,0,0E-20,0.19444444444444444444
514,Belgium-Spain,Belgium,Spain,1961,0,0E-20,0.21822033898305084746
515,Belgium-Monaco,Belgium,Monaco,1961,0,0E-20,0.15873015873015873016
516,Belgium-Finland,Belgium,Finland,1961,0,0E-20,0.10904255319148936170
517,Belgium-Netherlands,Belgium,Netherlands,1961,0,0E-20,0.27040816326530612245
518,Belgium-Germany,Belgium,Germany,1961,0,0E-20,0.22244623655913978495
519,Belgium-Sweden,Belgium,Sweden,1961,0,0E-20,0.25574712643678160919
520,Belgium-Austria,Belgium,Austria,1961,0,0E-20,0.20652173913043478261
521,Belgium-Belgium,Belgium,Belgium,1961,0,0E-20,0E-20
522,Denmark-Luxembourg,Denmark,Luxembourg,1961,1,0.08333333333333333333,0.12000000000000000000
523,Denmark-United Kingdom,Denmark,United Kingdom,1961,1,0.08333333333333333333,0.26083333333333333333
524,Denmark-Switzerland,Denmark,Switzerland,1961,0,0E-20,0.23423423423423423423
525,Denmark-France,Denmark,France,1961,0,0E-20,0.15250000000000000000
526,Denmark-Denmark,Denmark,Denmark,1961,0,0E-20,0E-20
527,Denmark-Italy,Denmark,Italy,1961,4,0.33333333333333333333,0.08796296296296296296
528,Denmark-Norway,Denmark,Norway,1961,1,0.08333333333333333333,0.32291666666666666667
529,Denmark-Yugoslavia,Denmark,Yugoslavia,1961,1,0.08333333333333333333,0.25980392156862745098
530,Denmark-Spain,Denmark,Spain,1961,0,0E-20,0.06471631205673758865
531,Denmark-Monaco,Denmark,Monaco,1961,0,0E-20,0.13333333333333333333
532,Denmark-Finland,Denmark,Finland,1961,1,0.08333333333333333333,0.14404761904761904762
533,Denmark-Netherlands,Denmark,Netherlands,1961,0,0E-20,0.18355855855855855856
534,Denmark-Germany,Denmark,Germany,1961,1,0.08333333333333333333,0.28921568627450980392
535,Denmark-Sweden,Denmark,Sweden,1961,0,0E-20,0.58506944444444444444
536,Denmark-Austria,Denmark,Austria,1961,0,0E-20,0.17841880341880341880
537,Denmark-Belgium,Denmark,Belgium,1961,0,0E-20,0.16132478632478632479
538,Finland-Luxembourg,Finland,Luxembourg,1961,3,0.25000000000000000000,0.21614583333333333333
539,Finland-United Kingdom,Finland,United Kingdom,1961,0,0E-20,0.22470238095238095238
540,Finland-Switzerland,Finland,Switzerland,1961,0,0E-20,0.24537037037037037037
541,Finland-France,Finland,France,1961,1,0.08333333333333333333,0.21373456790123456790
542,Finland-Denmark,Finland,Denmark,1961,1,0.08333333333333333333,0.20486111111111111111
543,Finland-Italy,Finland,Italy,1961,0,0E-20,0.34247967479674796748
544,Finland-Norway,Finland,Norway,1961,2,0.16666666666666666667,0.23157051282051282051
545,Finland-Yugoslavia,Finland,Yugoslavia,1961,0,0E-20,0.15705128205128205128
546,Finland-Spain,Finland,Spain,1961,0,0E-20,0.14955357142857142857
547,Finland-Monaco,Finland,Monaco,1961,3,0.25000000000000000000,0.18981481481481481482
548,Finland-Finland,Finland,Finland,1961,0,0E-20,0E-20
549,Finland-Netherlands,Finland,Netherlands,1961,0,0E-20,0.18410852713178294574
550,Finland-Germany,Finland,Germany,1961,0,0E-20,0.14696969696969696970
551,Finland-Sweden,Finland,Sweden,1961,0,0E-20,0.42374213836477987421
552,Finland-Austria,Finland,Austria,1961,0,0E-20,0.12291666666666666667
553,Finland-Belgium,Finland,Belgium,1961,0,0E-20,0.18055555555555555556
554,France-Luxembourg,France,Luxembourg,1961,1,0.08333333333333333333,0.21813725490196078431
